,Volcano Number,Volcano Name_x,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude_x,Longitude_x,Volcano Name_y,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude_y,Longitude_y,Elevation (m),Dominant Rock Type,Tectonic Setting
6929,313010,Augustine,20260,Confirmed Eruption,,,,,930,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,59.363,-153.43,Augustine,United States,Lava dome(s),Eruption Observed,2006 CE,Alaska,Alaska (southwestern),59.363,-153.43,1252.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6930,352020,Guagua Pichincha,11471,Confirmed Eruption,,5.0,,,930,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-0.171,-78.598,Guagua Pichincha,Ecuador,Stratovolcano,Eruption Observed,2002 CE,South America,Ecuador,-0.171,-78.598,4784.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6931,211050,Vulcano,13462,Confirmed Eruption,,3.0,?,,925,25.0,0.0,,0.0,,Historical Observations,,,,,,,,38.404,14.962,Vulcano,Italy,Stratovolcano(es),Eruption Observed,1890 CE,Mediterranean and Western Asia,Italy,38.404,14.962,500.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
6932,332040,Hualalai,10248,Confirmed Eruption,NW rift zone (2 km NW of Luamakami),0.0,,,920,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,19.692,-155.87,Hualalai,United States,Shield,Eruption Observed,1801 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.692,-155.87,2523.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
6933,372020,Eyjafjallajokull,12560,Confirmed Eruption,NW flank (Skerin ridge),3.0,,?,920,,0.0,,0.0,,Tephrochronology,,,,,,,,63.633,-19.633,Eyjafjallajokull,Iceland,Stratovolcano,Eruption Observed,2010 CE,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.633,1651.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6934,371020,Reykjanes,12491,Confirmed Eruption,Reykjaneshryggur (near Eldey),,,?,920,,0.0,,0.0,,Tephrochronology,,,,,,,,63.85,-22.566,Reykjanes,Iceland,Crater rows,Eruption Observed,1926 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.85,-22.566,140.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6935,360100,"Trois Pitons, Morne",12376,Confirmed Eruption,Micotrin?,,,,920,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,15.37,-61.33,"Trois Pitons, Morne",Dominica,Complex,Eruption Dated,920 CE,West Indies,West Indies,15.37,-61.33,1387.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
6936,372030,Katla,19937,Confirmed Eruption,,4.0,,,920,,0.0,,0.0,,Historical Observations,,,,,,,,63.633,-19.083,Katla,Iceland,Subglacial,Eruption Observed,1918 CE,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.083,1490.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6937,382050,Terceira,19958,Confirmed Eruption,Guilherme Moniz (Quinta da Madalena),,,,920,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,38.73,-27.32,Terceira,Portugal,Stratovolcano(es),Eruption Observed,2000 CE,Atlantic Ocean,Azores,38.73,-27.32,1023.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6938,283271,Towada,18099,Confirmed Eruption,Goshikiiwa (NE rim Nakanoumi crater),5.0,,,915,,8.0,,17.0,,Historical Observations,,,,,,,,40.51,140.88,Towada,Japan,Caldera,Eruption Observed,915 CE,"Japan, Taiwan, Marianas",Honshu,40.51,140.88,1011.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6939,332060,Haleakala,10285,Confirmed Eruption,Haleakala crater,,,,910,40.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,20.708,-156.25,Haleakala,United States,Shield,Eruption Dated,1750 CE,Hawaii and Pacific Ocean,Hawaiian Islands,20.708,-156.25,3055.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
6940,321030,Rainier,20493,Confirmed Eruption,,,,,910,500.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,46.853,-121.76,Rainier,United States,Stratovolcano,Eruption Dated,1450 CE,Canada and Western USA,USA (Washington),46.853,-121.76,4392.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6941,373010,Grimsvotn,12760,Confirmed Eruption,,,,?,910,,0.0,,0.0,,Tephrochronology,,,,,,,,64.416,-17.316,Grimsvotn,Iceland,Caldera,Eruption Observed,2011 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.416,-17.316,1719.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6942,360120,Pelee,12421,Confirmed Eruption,,,,?,910,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,14.809,-61.165,Pelee,France,Stratovolcano,Eruption Observed,1932 CE,West Indies,West Indies,14.809,-61.165,1394.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
6943,371040,Brennisteinsfjoll,12511,Confirmed Eruption,Kista (Breiddalshraun),2.0,,,910,75.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,63.933,-21.783,Brennisteinsfjoll,Iceland,Crater rows,Eruption Observed,1341 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.933,-21.783,610.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6944,358010,Osorno,12223,Confirmed Eruption,,,,,910,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-41.105,-72.496,Osorno,Chile,Stratovolcano,Eruption Observed,1869 CE,South America,Southern Chile and Argentina,-41.105,-72.496,2659.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6945,360150,Soufriere St. Vincent,12442,Confirmed Eruption,,,,,905,75.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,13.33,-61.18,Soufriere St. Vincent,Saint Vincent and the Grenadines,Stratovolcano,Eruption Observed,1979 CE,West Indies,West Indies,13.33,-61.18,1220.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
6946,383010,La Palma,13051,Confirmed Eruption,Nambroque II-Malforada,,,,900,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,28.57,-17.83,La Palma,Spain,Stratovolcano(es),Eruption Observed,1971 CE,Atlantic Ocean,Canary Islands,28.57,-17.83,2426.0,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km)
6947,390030,Deception Island,13178,Confirmed Eruption,,,,?,900,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-63.001,-60.652,Deception Island,Antarctica,Caldera,Eruption Observed,1970 CE,Antarctica,Antarctica and South Sandwich Islands,-63.001,-60.652,602.0,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
6948,371030,Krysuvik,19924,Confirmed Eruption,"Melholl, Afstapahraun",2.0,,?,900,,0.0,,0.0,,Tephrochronology,,,,,,,,63.883,-22.083,Krysuvik,Iceland,Crater rows,Eruption Observed,1340 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.883,-22.083,360.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6949,357040,Planchon-Peteroa,11927,Confirmed Eruption,,3.0,,,900,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-35.223,-70.568,Planchon-Peteroa,Chile,Stratovolcano(es),Eruption Observed,2018 CE,South America,Central Chile and Argentina,-35.223,-70.568,3977.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6950,321020,Glacier Peak,20472,Confirmed Eruption,,3.0,?,,900,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,48.112,-121.113,Glacier Peak,United States,Stratovolcano,Eruption Dated,1700 CE,Canada and Western USA,USA (Washington),48.112,-121.113,3213.0,Dacite,Subduction zone / Continental crust (>25 km)
6951,332010,Kilauea,19881,Confirmed Eruption,,,,,900,50.0,0.0,,0.0,,Tephrochronology,,,,,,,,19.421,-155.287,Kilauea,United States,Shield,Eruption Observed,2018 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
6952,342090,Fuego,10658,Confirmed Eruption,,,,,900,75.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,14.473,-90.88,Fuego,Guatemala,Stratovolcano(es),Eruption Observed,2018 CE,México and Central America,Guatemala,14.473,-90.88,3763.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6953,300100,Avachinsky,19077,Confirmed Eruption,,,,?,900,,0.0,,0.0,,Tephrochronology,,,,,,,,53.256,158.836,Avachinsky,Russia,Stratovolcano,Eruption Observed,2001 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6954,300180,Kikhpinych,19212,Confirmed Eruption,Savich cone,3.0,?,,900,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,54.489,160.251,Kikhpinych,Russia,Stratovolcano(es),Eruption Dated,1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.489,160.251,1506.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6955,300240,Tolbachik,19286,Confirmed Eruption,SW flank (Peschanie Gorky),4.0,,?,900,,0.0,,0.0,,Tephrochronology,,,,,,,,55.832,160.326,Tolbachik,Russia,Shield,Eruption Observed,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.832,160.326,3611.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6956,211020,Vesuvius,13317,Confirmed Eruption,South and west (Tironi) flanks,0.0,?,,900,40.0,0.0,,0.0,,Magnetism,,,,,,,,40.821,14.426,Vesuvius,Italy,Stratovolcano,Eruption Observed,1944 CE,Mediterranean and Western Asia,Italy,40.821,14.426,1281.0,Phono-tephrite /  Tephri-phonolite,Subduction zone / Continental crust (>25 km)
6957,341110,San Martin,10590,Confirmed Eruption,,,,,890,40.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,18.57,-95.2,San Martin,Mexico,Shield,Eruption Observed,1796 CE,México and Central America,Mexico,18.57,-95.2,1650.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
6958,360120,Pelee,12420,Confirmed Eruption,,4.0,P,,890,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,14.809,-61.165,Pelee,France,Stratovolcano,Eruption Observed,1932 CE,West Indies,West Indies,14.809,-61.165,1394.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
6959,351080,Galeras,11347,Confirmed Eruption,,2.0,,,890,200.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,1.22,-77.37,Galeras,Colombia,Complex,Eruption Observed,2014 CE,South America,Colombia,1.22,-77.37,4276.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6960,283090,Niigata-Yakeyama,17536,Confirmed Eruption,,4.0,,,887,,0.0,,0.0,,Historical Observations,,,,,,,,36.921,138.036,Niigata-Yakeyama,Japan,Lava dome,Eruption Observed,1998 CE,"Japan, Taiwan, Marianas",Honshu,36.921,138.036,2400.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6961,284010,Izu-Oshima,18174,Confirmed Eruption,,4.0,,?,886,,6.0,?,29.0,,Historical Observations,,,,,,,,34.724,139.394,Izu-Oshima,Japan,Stratovolcano,Eruption Observed,1990 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
6962,284020,Niijima,18249,Confirmed Eruption,Mukai-yama,4.0,+,,886,,6.0,,29.0,,Historical Observations,,,,,,,,34.397,139.27,Niijima,Japan,Lava dome(s),Eruption Observed,886 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.397,139.27,432.0,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
6963,282070,Ata,17030,Confirmed Eruption,Kaimon,4.0,,,885,,8.0,,29.0,,Historical Observations,,885.0,,9.0,,28.0,,31.22,130.57,Ata,Japan,Caldera(s),Eruption Observed,885 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.22,130.57,924.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6964,283190,Zaozan,17950,Confirmed Eruption,Okama,3.0,,?,884,,0.0,,0.0,,Historical Observations,,,,,,,,38.144,140.44,Zaozan,Japan,Complex,Eruption Observed,1940 CE,"Japan, Taiwan, Marianas",Honshu,38.144,140.44,1841.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6965,245010,Taveuni,14845,Confirmed Eruption,,2.0,,?,880,,0.0,,0.0,,Tephrochronology,,,,,,,,-16.82,-179.97,Taveuni,Fiji,Shield,Eruption Dated,1550 CE,New Zealand to Fiji,Fiji Islands,-16.82,-179.97,1241.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
6966,342110,Pacaya,10736,Confirmed Eruption,,3.0,?,,880,500.0,0.0,,0.0,,Tephrochronology,,,,,,,,14.382,-90.601,Pacaya,Guatemala,Complex,Eruption Observed,2018 CE,México and Central America,Guatemala,14.382,-90.601,2569.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6967,323080,Lassen Volcanic Center,20651,Confirmed Eruption,Chaos Crags,,,,880,300.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,40.492,-121.508,Lassen Volcanic Center,United States,Stratovolcano,Eruption Observed,1917 CE,Canada and Western USA,USA (California),40.492,-121.508,3187.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6968,352006,Cayambe,11409,Confirmed Eruption,,,,?,880,,0.0,,0.0,,Tephrochronology,,,,,,,,0.029,-77.986,Cayambe,Ecuador,Compound,Eruption Observed,1786 CE,South America,Ecuador,0.029,-77.986,5790.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6969,373030,Bardarbunga,12855,Confirmed Eruption,,,,?,880,,0.0,,0.0,,Tephrochronology,,,,,,,,64.633,-17.516,Bardarbunga,Iceland,Stratovolcano,Eruption Observed,2015 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6970,371040,Brennisteinsfjoll,19933,Confirmed Eruption,Tvibollar,2.0,,,875,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,63.933,-21.783,Brennisteinsfjoll,Iceland,Crater rows,Eruption Observed,1341 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.933,-21.783,610.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6971,282070,Ata,17028,Confirmed Eruption,Kaimon,4.0,,,874,,3.0,,29.0,,Historical Observations,,874.0,,7.0,?,0.0,,31.22,130.57,Ata,Japan,Caldera(s),Eruption Observed,885 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.22,130.57,924.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6972,283220,Chokaisan,18018,Confirmed Eruption,,2.0,,,871,,5.0,,5.0,,Historical Observations,,,,,,,,39.099,140.049,Chokaisan,Japan,Stratovolcano(es),Eruption Observed,1974 CE,"Japan, Taiwan, Marianas",Honshu,39.099,140.049,2236.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6973,283030,Fujisan,17437,Confirmed Eruption,,2.0,?,,870,,8.0,,0.0,,Historical Observations,,,,,,,,35.361,138.728,Fujisan,Japan,Stratovolcano,Eruption Observed,1708 CE,"Japan, Taiwan, Marianas",Honshu,35.361,138.728,3776.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6974,284180,Alamagan,18526,Confirmed Eruption,,4.0,,,870,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,17.6,145.83,Alamagan,United States,Stratovolcano,Eruption Dated,870 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",17.6,145.83,744.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
6975,263250,Merapi,15834,Confirmed Eruption,,,,,870,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446,Merapi,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Java,-7.54,110.446,2910.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6976,373030,Bardarbunga,12854,Confirmed Eruption,Vatnaöldur,4.0,,?,870,,0.0,,0.0,,Tephrochronology,,,,,,,,64.633,-17.516,Bardarbunga,Iceland,Stratovolcano,Eruption Observed,2015 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6977,372050,Torfajokull,12687,Confirmed Eruption,W side of caldera (Hrafntinnuhraun),3.0,,?,870,,0.0,,0.0,,Tephrochronology,,,,,,,,63.892,-19.122,Torfajokull,Iceland,Stratovolcano,Eruption Observed,1477 CE,Iceland and Arctic Ocean,Iceland (southern),63.892,-19.122,1280.0,Rhyolite,Rift zone / Oceanic crust (< 15 km)
6978,282110,Asosan,17199,Confirmed Eruption,Naka-dake,2.0,,,867,,6.0,?,20.0,,Historical Observations,,,,,,,,32.884,131.104,Asosan,Japan,Caldera,Eruption Observed,2016 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6979,282130,Yufu-Tsurumi,17368,Confirmed Eruption,,3.0,,,867,,3.0,,4.0,,Historical Observations,,867.0,,5.0,,4.0,15.0,33.282,131.39,Yufu-Tsurumi,Japan,Lava dome(s),Eruption Observed,867 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.282,131.39,1584.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6980,282110,Asosan,17198,Confirmed Eruption,Naka-dake,3.0,?,,864,,11.0,,9.0,,Historical Observations,,,,,,,,32.884,131.104,Asosan,Japan,Caldera,Eruption Observed,2016 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6981,283030,Fujisan,17436,Confirmed Eruption,"NW flank (Nagao-yama, Kudari-yama)",3.0,,,864,,6.0,?,12.0,,Historical Observations,,866.0,,2.0,,1.0,30.0,35.361,138.728,Fujisan,Japan,Stratovolcano,Eruption Observed,1708 CE,"Japan, Taiwan, Marianas",Honshu,35.361,138.728,3776.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6982,211020,Vesuvius,13316,Confirmed Eruption,South flank,0.0,?,,860,50.0,0.0,,0.0,,Magnetism,,,,,,,,40.821,14.426,Vesuvius,Italy,Stratovolcano,Eruption Observed,1944 CE,Mediterranean and Western Asia,Italy,40.821,14.426,1281.0,Phono-tephrite /  Tephri-phonolite,Subduction zone / Continental crust (>25 km)
6983,357150,Puyehue-Cordon Caulle,12204,Confirmed Eruption,Puyehue,5.0,,,860,75.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117,Puyehue-Cordon Caulle,Chile,Stratovolcano,Eruption Observed,2012 CE,South America,Central Chile and Argentina,-40.59,-72.117,2236.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6984,358057,"Hudson, Cerro",12295,Confirmed Eruption,,,,,860,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-45.9,-72.97,"Hudson, Cerro",Chile,Stratovolcano,Eruption Observed,2011 CE,South America,Southern Chile and Argentina,-45.9,-72.97,1905.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6985,282090,Kirishimayama,17104,Confirmed Eruption,,2.0,?,,858,,0.0,,0.0,,Historical Observations,,,,,,,,31.934,130.862,Kirishimayama,Japan,Shield,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6986,282090,Kirishimayama,17103,Confirmed Eruption,,2.0,?,,857,,0.0,,0.0,,Historical Observations,,,,,,,,31.934,130.862,Kirishimayama,Japan,Shield,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6987,284020,Niijima,18248,Confirmed Eruption,Achi-yama,2.0,,?,856,,0.0,,0.0,,Historical Observations,?,857.0,,0.0,,0.0,,34.397,139.27,Niijima,Japan,Lava dome(s),Eruption Observed,886 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.397,139.27,432.0,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
6988,284010,Izu-Oshima,18173,Confirmed Eruption,,4.0,,?,854,,9.0,?,14.0,,Historical Observations,?,856.0,,0.0,,0.0,,34.724,139.394,Izu-Oshima,Japan,Stratovolcano,Eruption Observed,1990 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
6989,284040,Miyakejima,18256,Confirmed Eruption,Oyama and East flank (Mi-ike maar),4.0,,?,850,,0.0,,0.0,,Historical Observations,,,,,,,,34.094,139.526,Miyakejima,Japan,Stratovolcano,Eruption Observed,2010 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.094,139.526,775.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
6990,284050,Hachijojima,18296,Confirmed Eruption,Nishi-yama summit and SE flank,,,,850,200.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,33.137,139.766,Hachijojima,Japan,Stratovolcano(es),Eruption Observed,1606 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.137,139.766,854.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
6991,285090,Shiretoko-Iozan,18726,Confirmed Eruption,,,,,850,500.0,0.0,,0.0,,Tephrochronology,,,,,,,,44.133,145.161,Shiretoko-Iozan,Japan,Stratovolcano,Eruption Observed,1936 CE,"Japan, Taiwan, Marianas",Hokkaido,44.133,145.161,1562.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6992,300230,Kizimen,19262,Confirmed Eruption,,3.0,,?,850,,0.0,,0.0,,Tephrochronology,,,,,,,,55.131,160.32,Kizimen,Russia,Stratovolcano,Eruption Observed,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.131,160.32,2334.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6993,300190,Krasheninnikov,19243,Confirmed Eruption,Northern cone,,,?,850,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,54.596,160.27,Krasheninnikov,Russia,Caldera,Eruption Dated,1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.596,160.27,1816.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6994,323010,Shasta,20636,Confirmed Eruption,,,,?,850,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,41.409,-122.193,Shasta,United States,Stratovolcano,Eruption Observed,1786 CE,Canada and Western USA,USA (California),41.409,-122.193,4317.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6995,332010,Kilauea,19878,Confirmed Eruption,,0.0,,,850,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,19.421,-155.287,Kilauea,United States,Shield,Eruption Observed,2018 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
6996,334050,Northern EPR at 9.8°N,10333,Confirmed Eruption,East Pacific Rise (9.9 deg N),0.0,,,850,200.0,0.0,,0.0,,Uranium-series,,,,,,,,9.83,-104.3,Northern EPR at 9.8°N,Undersea Features,Submarine,Eruption Observed,2006 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),9.83,-104.3,-2500.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
6997,300551,Kinenin,19614,Confirmed Eruption,,4.0,,,850,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,57.35,160.97,Kinenin,Russia,Maar,Eruption Dated,850 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,160.97,583.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
6998,311110,Kanaga,19708,Confirmed Eruption,,,,,850,200.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,51.923,-177.168,Kanaga,United States,Stratovolcano,Eruption Observed,2012 CE,Alaska,Aleutian Islands,51.923,-177.168,1307.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
6999,300250,Bezymianny,19334,Confirmed Eruption,,,,?,850,,0.0,,0.0,,Tephrochronology,,,,,,,,55.972,160.595,Bezymianny,Russia,Stratovolcano,Eruption Observed,2018 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.972,160.595,2882.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
7000,262000,Krakatau,15582,Confirmed Eruption,,,,,850,50.0,0.0,,0.0,,Historical Observations,,,,,,,,-6.102,105.423,Krakatau,Indonesia,Caldera,Eruption Observed,2018 CE,Indonesia,Krakatau,-6.102,105.423,813.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
7001,225060,Bayuda Volcanic Field,14146,Confirmed Eruption,,,,,850,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,18.33,32.75,Bayuda Volcanic Field,Sudan,Pyroclastic cone(s),Eruption Dated,850 CE,Africa and Red Sea,Africa (northern),18.33,32.75,670.0,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
7002,242030,Raoul Island,14692,Confirmed Eruption,Expedition Crater,4.0,,?,850,,0.0,,0.0,,Tephrochronology,,,,,,,,-29.27,-177.92,Raoul Island,New Zealand,Stratovolcano,Eruption Observed,2006 CE,New Zealand to Fiji,Kermadec Islands,-29.27,-177.92,516.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
7003,257100,Yasur,15183,Confirmed Eruption,,,,,850,300.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-19.532,169.447,Yasur,Vanuatu,Stratovolcano,Eruption Observed,2018 CE,Melanesia and Australia,Vanuatu,-19.532,169.447,361.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
7004,373080,Krafla,12939,Confirmed Eruption,"Daleldar, Svortuborgir",0.0,,?,850,,0.0,,0.0,,Tephrochronology,,,,,,,,65.715,-16.728,Krafla,Iceland,Caldera,Eruption Observed,1984 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
