SAMPLE ID	CALCULATED AGE	CALCULATED MAX AGE	CALCULATED MIN AGE	LATITUDE	LONGITUDE	STATE
LC88-1394	0.91	1.8	0.01	40.2678	-121.5497	CALIFORNIA
LC88-1397	0.91	1.8	0.01	40.2181	-122.0278	CALIFORNIA
LC88-1373	0.91	1.8	0.01	40.2753	-121.6031	CALIFORNIA
LC88-1375	0.91	1.8	0.01	40.2919	-121.6178	CALIFORNIA
LC88-1361	0.91	1.8	0.01	40.4181	-121.8592	CALIFORNIA
LC88-1370	0.91	1.8	0.01	40.27	-121.5772	CALIFORNIA
LC88-1371	0.91	1.8	0.01	40.2706	-121.5761	CALIFORNIA
LC88-1372	0.91	1.8	0.01	40.2686	-121.6019	CALIFORNIA
LC88-1332	0.91	1.8	0.01	40.4822	-121.1664	CALIFORNIA
LC88-1344	0.91	1.8	0.01	40.3953	-120.7797	CALIFORNIA
LC88-1348	0.91	1.8	0.01	40.4822	-121.1819	CALIFORNIA
LC88-1320	0.91	1.8	0.01	40.6397	-121.8064	CALIFORNIA
LC88-1317	0.91	1.8	0.01	40.5386	-121.9194	CALIFORNIA
LC88-1311	0.91	1.8	0.01	40.32	-122.0656	CALIFORNIA
LC88-1312	0.91	1.8	0.01	40.3411	-122.0514	CALIFORNIA
LC88-1312A	0.91	1.8	0.01	40.3411	-122.0514	CALIFORNIA
LC88-1313	0.91	1.8	0.01	40.3722	-122.0197	CALIFORNIA
LC88-1307	0.91	1.8	0.01	40.2622	-122.0919	CALIFORNIA
LC88-1308	0.91	1.8	0.01	40.2536	-122.1081	CALIFORNIA
LC88-1309	0.91	1.8	0.01	40.2547	-122.1064	CALIFORNIA
LC88-1303	0.91	1.8	0.01	40.2511	-121.77	CALIFORNIA
LC87-1236	0.91	1.8	0.01	40.4369	-121.8614	CALIFORNIA
LC87-1203	0.91	1.8	0.01	40.4733	-121.5186	CALIFORNIA
LC87-1235	0.91	1.8	0.01	40.5492	-121.5389	CALIFORNIA
LC87-1192B	0.91	1.8	0.01	40.465	-121.5631	CALIFORNIA
LC87-1175	0.91	1.8	0.01	40.5303	-121.2931	CALIFORNIA
LC87-1181	0.91	1.8	0.01	40.4531	-121.5572	CALIFORNIA
LC87-1190	0.91	1.8	0.01	40.4694	-121.5697	CALIFORNIA
LC87-1081	0.91	1.8	0.01	40.5169	-121.2667	CALIFORNIA
LC87-1085	0.91	1.8	0.01	40.7	-121.7836	CALIFORNIA
LC81-802	0.91	1.8	0.01	40.4731	-121.5042	CALIFORNIA
LC87-1055	0.91	1.8	0.01	40.3303	-121.9161	CALIFORNIA
LC86-992	0.91	1.8	0.01	40.5044	-121.5158	CALIFORNIA
LC86-975	0.91	1.8	0.01	40.4825	-121.5139	CALIFORNIA
LC86-942	0.91	1.8	0.01	40.4967	-121.48	CALIFORNIA
LC86-945	0.91	1.8	0.01	40.4964	-121.5003	CALIFORNIA
LC86-920	0.91	1.8	0.01	40.4903	-121.3528	CALIFORNIA
LC86-922	0.91	1.8	0.01	40.4914	-121.3528	CALIFORNIA
LC86-930	0.91	1.8	0.01	40.495	-121.2514	CALIFORNIA
LC86-901	0.91	1.8	0.01	40.4006	-121.5214	CALIFORNIA
LC86-831	0.91	1.8	0.01	40.6267	-121.2278	CALIFORNIA
LC86-910	0.91	1.8	0.01	40.4622	-121.5142	CALIFORNIA
LC86-913	0.91	1.8	0.01	40.5072	-121.3661	CALIFORNIA
LC86-872B	0.91	1.8	0.01	40.4806	-121.3744	CALIFORNIA
LC86-879	0.91	1.8	0.01	40.4597	-121.4258	CALIFORNIA
LC86-855	0.91	1.8	0.01	40.5314	-121.0489	CALIFORNIA
LC86-857	0.91	1.8	0.01	40.3161	-120.9922	CALIFORNIA
LC86-865	0.91	1.8	0.01	40.4789	-121.4144	CALIFORNIA
LC86-872A	0.91	1.8	0.01	40.4811	-121.375	CALIFORNIA
LC86-845	0.91	1.8	0.01	40.6522	-121.2094	CALIFORNIA
LC86-847	0.91	1.8	0.01	40.6511	-121.1836	CALIFORNIA
LC86-848	0.91	1.8	0.01	40.6144	-121.1653	CALIFORNIA
LC86-849	0.91	1.8	0.01	40.6136	-121.1672	CALIFORNIA
LC86-843	0.91	1.8	0.01	40.5047	-121.1889	CALIFORNIA
LC86-829	0.91	1.8	0.01	40.6514	-121.2267	CALIFORNIA
LC86-832	0.91	1.8	0.01	40.6206	-121.2178	CALIFORNIA
LC86-806	0.91	1.8	0.01	40.3706	-121.4169	CALIFORNIA
LC85-769	0.91	1.8	0.01	40.3814	-121.4928	CALIFORNIA
LC85-771	0.91	1.8	0.01	40.4406	-121.4844	CALIFORNIA
LC85-774	0.91	1.8	0.01	40.4253	-121.4911	CALIFORNIA
LC85-781	0.91	1.8	0.01	40.5489	-121.5356	CALIFORNIA
LC85-760	0.91	1.8	0.01	40.6489	-121.4194	CALIFORNIA
LC85-767A	0.91	1.8	0.01	40.4386	-121.4897	CALIFORNIA
LC85-767D	0.91	1.8	0.01	40.4386	-121.4897	CALIFORNIA
LC85-740	0.91	1.8	0.01	40.5214	-121.4794	CALIFORNIA
LC85-741	0.91	1.8	0.01	40.5544	-121.5811	CALIFORNIA
LC85-743	0.91	1.8	0.01	40.5214	-121.4794	CALIFORNIA
LC85-748	0.91	1.8	0.01	40.5269	-121.4528	CALIFORNIA
LC85-726	0.91	1.8	0.01	40.5044	-121.4644	CALIFORNIA
LC85-736	0.91	1.8	0.01	40.3628	-121.4158	CALIFORNIA
LC85-705	0.91	1.8	0.01	40.4214	-121.5111	CALIFORNIA
LC85-698	0.91	1.8	0.01	40.4153	-121.5133	CALIFORNIA
LC85-699	0.91	1.8	0.01	40.4164	-121.5139	CALIFORNIA
LC85-703	0.91	1.8	0.01	40.4194	-121.5114	CALIFORNIA
LC83-363	0.91	1.8	0.01	40.4767	-121.5253	CALIFORNIA
LC85-694	0.91	1.8	0.01	40.4256	-121.52	CALIFORNIA
LC85-674	0.91	1.8	0.01	40.6742	-121.8389	CALIFORNIA
LC85-662	0.91	1.8	0.01	40.5703	-121.1417	CALIFORNIA
LC84-648	0.91	1.8	0.01	40.5264	-121.5133	CALIFORNIA
LC84-602	0.91	1.8	0.01	40.4508	-121.4986	CALIFORNIA
LC84-610	0.91	1.8	0.01	40.4328	-121.5236	CALIFORNIA
LC84-594	0.91	1.8	0.01	40.5556	-121.2203	CALIFORNIA
LC84-597	0.91	1.8	0.01	40.5467	-121.1394	CALIFORNIA
LC84-599	0.91	1.8	0.01	40.5336	-121.1325	CALIFORNIA
LC84-601	0.91	1.8	0.01	40.455	-121.4919	CALIFORNIA
LC84-587	0.91	1.8	0.01	40.48	-121.5308	CALIFORNIA
LC84-591	0.91	1.8	0.01	40.6131	-121.2539	CALIFORNIA
LC84-514	0.91	1.8	0.01	40.6097	-121.6236	CALIFORNIA
LC84-521	0.91	1.8	0.01	40.4703	-121.5269	CALIFORNIA
LC84-487	0.91	1.8	0.01	40.5903	-121.6069	CALIFORNIA
LC84-488	0.91	1.8	0.01	40.5861	-121.6069	CALIFORNIA
LC84-473	0.91	1.8	0.01	40.4897	-121.5478	CALIFORNIA
LC83-397	0.91	1.8	0.01	40.5314	-122.1106	CALIFORNIA
LC83-372	0.91	1.8	0.01	40.57	-121.4008	CALIFORNIA
LC83-380	0.91	1.8	0.01	40.5756	-121.4014	CALIFORNIA
LC83-382	0.91	1.8	0.01	40.5867	-121.3978	CALIFORNIA
LC83-386	0.91	1.8	0.01	40.6136	-121.4656	CALIFORNIA
LC83-359	0.91	1.8	0.01	40.4744	-121.5178	CALIFORNIA
LC83-369	0.91	1.8	0.01	40.5719	-121.3956	CALIFORNIA
LC83-356	0.91	1.8	0.01	40.69	-121.4239	CALIFORNIA
LC83-324	0.91	1.8	0.01	40.5767	-121.3794	CALIFORNIA
LC83-312	0.91	1.8	0.01	40.4597	-121.4383	CALIFORNIA
LC83-313	0.91	1.8	0.01	40.6278	-121.2772	CALIFORNIA
LC83-274	0.91	1.8	0.01	40.5928	-121.4408	CALIFORNIA
LC83-288	0.91	1.8	0.01	40.5739	-121.4569	CALIFORNIA
LC83-248	0.91	1.8	0.01	40.5856	-121.5356	CALIFORNIA
LC83-255	0.91	1.8	0.01	40.5872	-121.5364	CALIFORNIA
LC83-272	0.91	1.8	0.01	40.6125	-121.5258	CALIFORNIA
LC82-928	0.91	1.8	0.01	40.41	-121.3069	CALIFORNIA
LC82-992	0.91	1.8	0.01	40.4311	-121.3264	CALIFORNIA
LC82-202	0.91	1.8	0.01	40.5028	-121.4836	CALIFORNIA
LC82-206	0.91	1.8	0.01	40.4769	-121.5086	CALIFORNIA
LC82-911	0.91	1.8	0.01	40.4953	-121.4936	CALIFORNIA
LC82-177	0.91	1.8	0.01	40.4419	-121.5097	CALIFORNIA
LC82-191	0.91	1.8	0.01	40.4392	-121.5589	CALIFORNIA
LC82-164	0.91	1.8	0.01	40.4486	-121.3556	CALIFORNIA
LC82-171	0.91	1.8	0.01	40.4067	-121.5539	CALIFORNIA
LC82-174	0.91	1.8	0.01	40.4425	-121.5347	CALIFORNIA
LC82-107	0.91	1.8	0.01	40.4286	-121.3314	CALIFORNIA
LC81-847	0.91	1.8	0.01	40.57	-121.5272	CALIFORNIA
LC81-813D	0.91	1.8	0.01	40.5014	-121.4975	CALIFORNIA
LC81-820	0.91	1.8	0.01	40.4486	-121.7125	CALIFORNIA
LC81-822	0.91	1.8	0.01	40.4467	-121.7219	CALIFORNIA
LC81-828	0.91	1.8	0.01	40.5408	-121.6042	CALIFORNIA
LC81-811	0.91	1.8	0.01	40.4706	-121.4914	CALIFORNIA
LC81-813C	0.91	1.8	0.01	40.5014	-121.4975	CALIFORNIA
LC81-807	0.91	1.8	0.01	40.2586	-121.3853	CALIFORNIA
LC81-810	0.91	1.8	0.01	40.2981	-121.5047	CALIFORNIA
LC81-790	0.91	1.8	0.01	40.4558	-121.7336	CALIFORNIA
LC81-797	0.91	1.8	0.01	40.445	-121.5181	CALIFORNIA
LC81-798	0.91	1.8	0.01	40.5292	-121.6411	CALIFORNIA
LC81-801	0.91	1.8	0.01	40.4731	-121.5042	CALIFORNIA
LC81-741	0.91	1.8	0.01	40.4364	-121.3019	CALIFORNIA
LC81-710	0.91	1.8	0.01	40.4719	-121.4058	CALIFORNIA
LC81-724	0.91	1.8	0.01	40.5275	-121.5756	CALIFORNIA
LC81-576	0.91	1.8	0.01	40.3839	-121.3547	CALIFORNIA
LC81-683B	0.91	1.8	0.01	40.4686	-121.4414	CALIFORNIA
LC81-692	0.91	1.8	0.01	40.4811	-121.4689	CALIFORNIA
LC81-675	0.91	1.8	0.01	40.5336	-121.5897	CALIFORNIA
LC81-678	0.91	1.8	0.01	40.465	-121.5131	CALIFORNIA
LC81-659A	0.91	1.8	0.01	40.5244	-121.4761	CALIFORNIA
LC81-660	0.91	1.8	0.01	40.5567	-121.5294	CALIFORNIA
LC81-633	0.91	1.8	0.01	40.4917	-121.3361	CALIFORNIA
LC81-561	0.91	1.8	0.01	40.3636	-121.3489	CALIFORNIA
LC81-612	0.91	1.8	0.01	40.4917	-121.3361	CALIFORNIA
LC80-489	0.91	1.8	0.01	40.445	-121.562	CALIFORNIA
LC80-537	0.91	1.8	0.01	40.3503	-121.6278	CALIFORNIA
LC80-123A	0.91	1.8	0.01	40.4144	-121.5319	CALIFORNIA
LC80-133	0.91	1.8	0.01	40.4036	-121.5281	CALIFORNIA
LC80-224	0.91	1.8	0.01	40.405	-121.5222	CALIFORNIA
LC 82 892	0.91	1.8	0.01	40.4267	-121.1553	CALIFORNIA
LC 82 898	0.91	1.8	0.01	40.4903	-121.1622	CALIFORNIA
LC 82 879	0.91	1.8	0.01	40.3544	-121.203	CALIFORNIA
448	0.91	3.04	0.583	41.785	-121.61667	CALIFORNIA
68L-202-C	0.91	1.8	0.01	35.1717	-107.5006	NEW MEXICO
68L-201-A	0.91	1.8	0.01	35.2205	-107.4664	NEW MEXICO
68L-205	0.91	1.8	0.01	35.1843	-107.7617	NEW MEXICO
X-215	0.91	1.8	0.01	43.2126	-116.0997	IDAHO
H9-36A	0.91	1.001	0.819	42.83	-117.74	OREGON
X-362	0.91	1.8	0.01	43.2126	-116.0997	IDAHO
I-3381	0.91	1.8	0.01	42.7289	-114.0781	IDAHO
55	0.91	1.001	0.819	37.775	-118.708	CALIFORNIA
76K240	0.91	1.8	0.01	43.44389	-113.56028	IDAHO
76K315	0.91	1.8	0.01	44.21528	-111.95805	IDAHO
76K127	0.91	1.8	0.01	43.933887	-112.80861	IDAHO
76K68	0.91	1.8	0.01	43.343887	-113.17722	IDAHO
76K107	0.91	1.8	0.01	43.343887	-113.17722	IDAHO
76K28	0.91	1.8	0.01	43.933887	-112.80861	IDAHO
LC87-1153	0.91	1.8	0.01	40.4836	-121.2833	CALIFORNIA
LC87-1121	0.91	1.8	0.01	40.5333	-121.2333	CALIFORNIA
OYC-563KF	0.91	1.001	0.819	44.5	-110.75	WYOMING
H3269	0.91	1.8	0.01	42.8589	-112.4984	IDAHO
NB263	0.91	1.8	0.01	42.85	-117.62	OREGON
NB265.1	0.91	1.8	0.01	42.63	-117.75	OREGON
68L-201-B	0.91	1.8	0.01	35.2205	-107.4664	NEW MEXICO
LC94-2051	0.91	1.8	0.01	40.3258	-121.2355	CALIFORNIA
LC93-1970	0.91	1.8	0.01	40.2844	-121.2653	CALIFORNIA
LC92-1720	0.91	1.8	0.01	40.6147	-121.6211	CALIFORNIA
LC93-1810	0.91	1.8	0.01	40.4594	-121.8536	CALIFORNIA
LC92-1690	0.91	1.8	0.01	40.6586	-121.5303	CALIFORNIA
LC91-1609	0.91	1.8	0.01	40.3636	-121.6281	CALIFORNIA
LC91-1611	0.91	1.8	0.01	40.3603	-121.6578	CALIFORNIA
LC91-1613	0.91	1.8	0.01	40.3614	-121.6508	CALIFORNIA
LC91-1583	0.91	1.8	0.01	40.3597	-121.615	CALIFORNIA
LC91-1604	0.91	1.8	0.01	40.2122	-121.7436	CALIFORNIA
LC91-1606	0.91	1.8	0.01	40.3656	-121.6069	CALIFORNIA
LC89-1528	0.91	1.8	0.01	40.5008	-121.5136	CALIFORNIA
LC89-1528A	0.91	1.8	0.01	40.5008	-121.5136	CALIFORNIA
LC89-1537B	0.91	1.8	0.01	40.5017	-121.4969	CALIFORNIA
LC89-1461	0.91	1.8	0.01	40.4892	-121.4969	CALIFORNIA
LC88-1448A	0.91	1.8	0.01	40.5381	-121.5947	CALIFORNIA
LC88-1448B	0.91	1.8	0.01	40.5381	-121.5947	CALIFORNIA
LC88-1450	0.91	1.8	0.01	40.8078	-121.5122	CALIFORNIA
LC88-1440	0.91	1.8	0.01	40.4844	-121.4964	CALIFORNIA
LC88-1440A	0.91	1.8	0.01	40.4844	-121.4964	CALIFORNIA
LC85-735	0.91	1.8	0.01	40.3514	-121.4153	CALIFORNIA
LC88-1440B	0.91	1.8	0.01	40.4844	-121.4964	CALIFORNIA
LC88-1434A	0.91	1.8	0.01	40.4903	-121.485	CALIFORNIA
LC88-1411	0.91	1.8	0.01	40.6481	-121.4308	CALIFORNIA
LC88-1399	0.91	1.8	0.01	39.8339	-121.8433	CALIFORNIA
LC88-1403	0.91	1.8	0.01	40.6419	-121.4264	CALIFORNIA
LC88-1393	0.91	1.8	0.01	40.2542	-121.5447	CALIFORNIA
LC88-1398	0.91	1.8	0.01	40.015	-121.9628	CALIFORNIA
LC88-1382	0.91	1.8	0.01	40.2894	-121.5658	CALIFORNIA
LC88-1386	0.91	1.8	0.01	40.3436	-121.5397	CALIFORNIA
LC88-1387	0.91	1.8	0.01	40.3319	-121.5261	CALIFORNIA
LC88-1345	0.91	1.8	0.01	40.61	-120.8467	CALIFORNIA
LC88-1329	0.91	1.8	0.01	40.4644	-121.1781	CALIFORNIA
LC88-1331	0.91	1.8	0.01	40.4761	-121.1794	CALIFORNIA
LC88-1314	0.91	1.8	0.01	40.3672	-122.0194	CALIFORNIA
LC88-1315	0.91	1.8	0.01	40.4931	-121.9994	CALIFORNIA
LC88-1319	0.91	1.8	0.01	40.6078	-121.8531	CALIFORNIA
LC88-1310	0.91	1.8	0.01	40.2797	-122.0947	CALIFORNIA
LC88-1306	0.91	1.8	0.01	40.3136	-121.8972	CALIFORNIA
LC88-1301	0.91	1.8	0.01	40.2897	-121.8014	CALIFORNIA
LC88-1304	0.91	1.8	0.01	40.2756	-121.8467	CALIFORNIA
LC88-1305	0.91	1.8	0.01	40.2778	-121.8669	CALIFORNIA
LC88-1300	0.91	1.8	0.01	40.3431	-121.68	CALIFORNIA
LC87-1230	0.91	1.8	0.01	40.5072	-121.49	CALIFORNIA
LC87-1214	0.91	1.8	0.01	40.5058	-121.5031	CALIFORNIA
LC87-1209	0.91	1.8	0.01	40.4919	-121.5206	CALIFORNIA
LC87-1195	0.91	1.8	0.01	40.4653	-121.5717	CALIFORNIA
LC87-1204	0.91	1.8	0.01	40.4728	-121.5197	CALIFORNIA
LC87-1205A	0.91	1.8	0.01	40.4783	-121.5203	CALIFORNIA
LC87-1191	0.91	1.8	0.01	40.4681	-121.57	CALIFORNIA
LC87-1186	0.91	1.8	0.01	40.4506	-121.5572	CALIFORNIA
LC87-1159	0.91	1.8	0.01	40.5336	-121.2836	CALIFORNIA
LC87-1107	0.91	1.8	0.01	40.5167	-121.1836	CALIFORNIA
LC87-1090	0.91	1.8	0.01	40.5833	-121.1669	CALIFORNIA
LC87-1093	0.91	1.8	0.01	40.7669	-121.5169	CALIFORNIA
LC87-1052	0.91	1.8	0.01	40.4333	-121.7675	CALIFORNIA
LC87-1053	0.91	1.8	0.01	40.4228	-121.7756	CALIFORNIA
LC87-1056	0.91	1.8	0.01	40.3253	-121.9461	CALIFORNIA
LC87-1057	0.91	1.8	0.01	40.3122	-122.0058	CALIFORNIA
LC86-988A	0.91	1.8	0.01	40.5039	-121.5247	CALIFORNIA
LC86-997	0.91	1.8	0.01	40.5044	-121.4622	CALIFORNIA
LC86-951	0.91	1.8	0.01	40.6528	-120.8514	CALIFORNIA
LC86-956	0.91	1.8	0.01	40.4961	-121.4831	CALIFORNIA
LC86-931	0.91	1.8	0.01	40.4958	-121.2536	CALIFORNIA
LC86-942A	0.91	1.8	0.01	40.4964	-121.5003	CALIFORNIA
LC86-921	0.91	1.8	0.01	40.4903	-121.3528	CALIFORNIA
LC86-928	0.91	1.8	0.01	40.5231	-121.3619	CALIFORNIA
LC86-891	0.91	1.8	0.01	40.4811	-121.3317	CALIFORNIA
LC86-907	0.91	1.8	0.01	40.4578	-121.5133	CALIFORNIA
LC86-883	0.91	1.8	0.01	40.4672	-121.4119	CALIFORNIA
LC86-886	0.91	1.8	0.01	40.4778	-121.3056	CALIFORNIA
LC86-869	0.91	1.8	0.01	40.3756	-121.3822	CALIFORNIA
LC86-844	0.91	1.8	0.01	40.5014	-121.1803	CALIFORNIA
LC86-836	0.91	1.8	0.01	40.5639	-121.1719	CALIFORNIA
LC86-838	0.91	1.8	0.01	40.4844	-121.2128	CALIFORNIA
LC86-839	0.91	1.8	0.01	40.4889	-121.2264	CALIFORNIA
LC86-841	0.91	1.8	0.01	40.5097	-121.2156	CALIFORNIA
LC86-828	0.91	1.8	0.01	40.6781	-121.2142	CALIFORNIA
LC86-834	0.91	1.8	0.01	40.5747	-121.1842	CALIFORNIA
LC86-1045	0.91	1.8	0.01	40.4239	-121.9831	CALIFORNIA
LC86-1046	0.91	1.8	0.01	40.4411	-121.9858	CALIFORNIA
LC86-1009	0.91	1.8	0.01	40.7339	-121.8356	CALIFORNIA
LC86-1011B	0.91	1.8	0.01	40.5583	-121.5311	CALIFORNIA
LC86-1015	0.91	1.8	0.01	40.4419	-121.9897	CALIFORNIA
LC85-783	0.91	1.8	0.01	40.4644	-121.5614	CALIFORNIA
LC85-787	0.91	1.8	0.01	40.4608	-121.5525	CALIFORNIA
LC86-1005	0.91	1.8	0.01	40.6686	-121.7511	CALIFORNIA
LC86-1006	0.91	1.8	0.01	40.6656	-121.7697	CALIFORNIA
LC86-1007	0.91	1.8	0.01	40.6564	-121.7997	CALIFORNIA
LC85-756	0.91	1.8	0.01	40.5086	-121.5175	CALIFORNIA
LC85-764	0.91	1.8	0.01	40.4372	-121.4669	CALIFORNIA
LC81-694	0.91	1.8	0.01	40.4783	-121.4714	CALIFORNIA
LC85-734	0.91	1.8	0.01	40.2944	-121.4189	CALIFORNIA
LC85-704	0.91	1.8	0.01	40.4142	-121.5128	CALIFORNIA
LC85-706	0.91	1.8	0.01	40.4283	-121.52	CALIFORNIA
LC85-702	0.91	1.8	0.01	40.4181	-121.5119	CALIFORNIA
LC85-675	0.91	1.8	0.01	40.5828	-121.8286	CALIFORNIA
LC85-676	0.91	1.8	0.01	40.4183	-121.6667	CALIFORNIA
LC85-677	0.91	1.8	0.01	40.5531	-121.6675	CALIFORNIA
LC85-695	0.91	1.8	0.01	40.4181	-121.5172	CALIFORNIA
LC85-670	0.91	1.8	0.01	40.6456	-121.5392	CALIFORNIA
LC85-671	0.91	1.8	0.01	40.6458	-121.1639	CALIFORNIA
LC85-672	0.91	1.8	0.01	40.6489	-121.0792	CALIFORNIA
LC85-673	0.91	1.8	0.01	40.6914	-120.9764	CALIFORNIA
LC85-660	0.91	1.8	0.01	40.58	-121.1617	CALIFORNIA
LC85-663	0.91	1.8	0.01	40.5531	-121.1597	CALIFORNIA
LC85-665	0.91	1.8	0.01	40.5558	-121.1719	CALIFORNIA
LC85-668	0.91	1.8	0.01	40.5217	-121.6811	CALIFORNIA
LC84-650A	0.91	1.8	0.01	40.4764	-121.5092	CALIFORNIA
LC85-653	0.91	1.8	0.01	40.5917	-121.2589	CALIFORNIA
LC85-655	0.91	1.8	0.01	40.5803	-121.2169	CALIFORNIA
LC85-659	0.91	1.8	0.01	40.5867	-121.1636	CALIFORNIA
LC84-646	0.91	1.8	0.01	40.5067	-121.5211	CALIFORNIA
LC84-605	0.91	1.8	0.01	40.4356	-121.5069	CALIFORNIA
LC84-613	0.91	1.8	0.01	40.4483	-121.5069	CALIFORNIA
LC84-616	0.91	1.8	0.01	40.4522	-121.5036	CALIFORNIA
LC84-596	0.91	1.8	0.01	40.5211	-121.1781	CALIFORNIA
LC84-574	0.91	1.8	0.01	40.5761	-121.2664	CALIFORNIA
LC84-575	0.91	1.8	0.01	40.5647	-121.2672	CALIFORNIA
LC84-593	0.91	1.8	0.01	40.5969	-121.2519	CALIFORNIA
LC84-547	0.91	1.8	0.01	40.4742	-121.5017	CALIFORNIA
LC84-563	0.91	1.8	0.01	40.5531	-121.7086	CALIFORNIA
LC84-569	0.91	1.8	0.01	40.6339	-121.3344	CALIFORNIA
LC84-571	0.91	1.8	0.01	40.6186	-121.3172	CALIFORNIA
LC84-572	0.91	1.8	0.01	40.5922	-121.3156	CALIFORNIA
LC84-501	0.91	1.8	0.01	40.6528	-121.5931	CALIFORNIA
LC84-544	0.91	1.8	0.01	40	-121	CALIFORNIA
LC84-493	0.91	1.8	0.01	40.6094	-121.5433	CALIFORNIA
LC84-497	0.91	1.8	0.01	40.6019	-121.5761	CALIFORNIA
LC84-500	0.91	1.8	0.01	40.6372	-121.5761	CALIFORNIA
LC84-472	0.91	1.8	0.01	40.4897	-121.5478	CALIFORNIA
LC84-423	0.91	1.8	0.01	40.4669	-121.5044	CALIFORNIA
LC84-424	0.91	1.8	0.01	40.4669	-121.5044	CALIFORNIA
LC84-429	0.91	1.8	0.01	40.5294	-121.5281	CALIFORNIA
LC84-411	0.91	1.8	0.01	40.4272	-121.5286	CALIFORNIA
LC83-390	0.91	1.8	0.01	40.5717	-121.4472	CALIFORNIA
LC83-392	0.91	1.8	0.01	40.5078	-121.4775	CALIFORNIA
LC83-393	0.91	1.8	0.01	40.5078	-121.4775	CALIFORNIA
LC82-940	0.91	1.8	0.01	40.3864	-121.2997	CALIFORNIA
LC83-373	0.91	1.8	0.01	40.5783	-121.4039	CALIFORNIA
LC83-366	0.91	1.8	0.01	40.5428	-121.395	CALIFORNIA
LC83-371	0.91	1.8	0.01	40.5711	-121.3975	CALIFORNIA
LC83-347	0.91	1.8	0.01	40.5489	-121.3947	CALIFORNIA
LC83-355	0.91	1.8	0.01	40.4694	-121.5167	CALIFORNIA
LC83-357	0.91	1.8	0.01	40.6883	-121.4394	CALIFORNIA
LC83-358	0.91	1.8	0.01	40.4706	-121.5114	CALIFORNIA
LC83-321	0.91	1.8	0.01	40.5714	-121.3753	CALIFORNIA
LC83-329	0.91	1.8	0.01	40.6492	-121.3978	CALIFORNIA
LC83-346	0.91	1.8	0.01	40.6336	-121.4047	CALIFORNIA
LC83-300	0.91	1.8	0.01	40.5686	-121.4639	CALIFORNIA
LC81-696	0.91	1.8	0.01	40.4778	-121.4636	CALIFORNIA
LC82-970	0.91	1.8	0.01	40.3906	-121.3047	CALIFORNIA
LC82-161	0.91	1.8	0.01	40.3511	-121.3006	CALIFORNIA
LC83-276	0.91	1.8	0.01	40.575	-121.4019	CALIFORNIA
LC83-290	0.91	1.8	0.01	40.5656	-121.4558	CALIFORNIA
LC83-263	0.91	1.8	0.01	40.6158	-121.5044	CALIFORNIA
LC83-266	0.91	1.8	0.01	40.5633	-121.5056	CALIFORNIA
LC83-227	0.91	1.8	0.01	40.5006	-121.4206	CALIFORNIA
LC82-193	0.91	1.8	0.01	40.4597	-121.4581	CALIFORNIA
LC81-835	0.91	1.8	0.01	40.4775	-121.6325	CALIFORNIA
LC82-204	0.91	1.8	0.01	40.4661	-121.4636	CALIFORNIA
LC82-182	0.91	1.8	0.01	40.4642	-121.5511	CALIFORNIA
LC82-192	0.91	1.8	0.01	40.4319	-121.5444	CALIFORNIA
LC82-169	0.91	1.8	0.01	40.4081	-121.5486	CALIFORNIA
LC82-172	0.91	1.8	0.01	40.4072	-121.5644	CALIFORNIA
LC82-100	0.91	1.8	0.01	40.4133	-121.2917	CALIFORNIA
LC82-132	0.91	1.8	0.01	40.4533	-121.3397	CALIFORNIA
LC81-753	0.91	1.8	0.01	40.4775	-121.3361	CALIFORNIA
LC82-138	0.91	1.8	0.01	40.4536	-121.3547	CALIFORNIA
LC81-845	0.91	1.8	0.01	40.4756	-121.505	CALIFORNIA
LC81-814	0.91	1.8	0.01	40.4669	-121.7428	CALIFORNIA
LC81-813	0.91	1.8	0.01	40.5133	-121.4636	CALIFORNIA
LC81-813A	0.91	1.8	0.01	40.5014	-121.4975	CALIFORNIA
LC81-804	0.91	1.8	0.01	40.2644	-121.2617	CALIFORNIA
LC81-808	0.91	1.8	0.01	40.29	-121.4217	CALIFORNIA
LC81-809	0.91	1.8	0.01	40.3033	-121.4208	CALIFORNIA
LC81-747	0.91	1.8	0.01	40.4489	-121.32	CALIFORNIA
LC81-758	0.91	1.8	0.01	40.4356	-121.3228	CALIFORNIA
LC81-765	0.91	1.8	0.01	40.4961	-121.4831	CALIFORNIA
LC81-775	0.91	1.8	0.01	40.4572	-121.6761	CALIFORNIA
LC81-710A	0.91	1.8	0.01	40.4719	-121.4058	CALIFORNIA
LC81-720	0.91	1.8	0.01	40.4367	-121.3747	CALIFORNIA
LC81-723	0.91	1.8	0.01	40.5417	-121.5803	CALIFORNIA
LC81-683A	0.91	1.8	0.01	40.4686	-121.4414	CALIFORNIA
LC81-649	0.91	1.8	0.01	40.3575	-121.3569	CALIFORNIA
LC81-629	0.91	1.8	0.01	40.4364	-121.3586	CALIFORNIA
LC81-637	0.91	1.8	0.01	40.4144	-121.3406	CALIFORNIA
LC81-646	0.91	1.8	0.01	40.3947	-121.3967	CALIFORNIA
LC80-542	0.91	1.8	0.01	40.4611	-121.5556	CALIFORNIA
LC81-559	0.91	1.8	0.01	40.3467	-121.7417	CALIFORNIA
LC80-363A	0.91	1.8	0.01	40.5044	-121.5836	CALIFORNIA
