SAMPLE ID	CALCULATED AGE	CALCULATED MAX AGE	CALCULATED MIN AGE	LATITUDE	LONGITUDE	STATE
SS-157	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-153	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-86	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-149	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-151	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-80	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-85	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-73	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-62	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-8	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-47	0.37	0.73	0.01	44.1	-121.7	OREGON
SS-55	0.37	0.73	0.01	44.1	-121.7	OREGON
Co 70	0.37	0.42	0.32	19.61	-103.66	JALISCO
96-AZ-112-PC(B)	0.374	0.412	0.336	36.1895	-113.0732	ARIZONA
MB-116	0.374	0.384	0.364	48.75	-121.883	WASHINGTON
s_06PRTS11	0.377	0.4	0.37	47.2	-121.8	WASHINGTON
96-AZ-117-PC	0.377	0.415	0.339	36.1918	-113.0722	ARIZONA
s_MA-535A	0.378	0.4158	0.3402	46.206	-121.49	WASHINGTON
81YH-89	0.38	0.64	0.11	44.0852	-110.9824	WYOMING
74IP-72	0.38	0.64	0.11	44.021	-111.4259	IDAHO
6YC-14	0.38	0.64	0.11	44.0852	-110.9824	WYOMING
63	0.38	0.63	0.13	35.0427	-107.3425	NEW MEXICO
KA 1167	0.38	0.42	0.34	37.6394	-119.0471	CALIFORNIA
MB-25	0.38	0.46	0.296	48.781	-121.731	WASHINGTON
MB-192	0.38	0.46	0.296	48.76	-121.714	WASHINGTON
MB-613	0.38	0.46	0.296	48.782	-121.731	WASHINGTON
MB-616	0.38	0.46	0.296	48.774	-121.733	WASHINGTON
MB-639	0.38	0.46	0.296	48.778	-121.745	WASHINGTON
Z-111	0.38	3	0	19.345	-100.43	MICHOACAN
78YH-31	0.38	0.64	0.11	44.0714	-111.4194	IDAHO
6YC-145	0.38	0.64	0.11	44.0852	-110.9824	WYOMING
3YC-5A	0.38	0.64	0.11	43.9926	-111.0285	WYOMING
MB-26	0.38	0.46	0.296	48.781	-121.74	WASHINGTON
MB-27	0.38	0.46	0.296	48.767	-121.728	WASHINGTON
MB-60	0.38	0.46	0.296	48.779	-121.745	WASHINGTON
MB-62	0.38	0.46	0.296	48.779	-121.741	WASHINGTON
MB-273	0.38	0.46	0.296	48.799	-121.751	WASHINGTON
MB-284	0.38	0.46	0.296	48.793	-121.787	WASHINGTON
MB-285	0.38	0.46	0.296	48.793	-121.788	WASHINGTON
MB-638	0.38	0.46	0.296	48.778	-121.746	WASHINGTON
MB-641	0.38	0.46	0.296	48.782	-121.753	WASHINGTON
s_MA-11	0.381	0.4191	0.3429	46.206	-121.49	WASHINGTON
LW-157a	0.3819	0.4817	0.2821	36.696667	-116.50467	NEVADA
1289	0.382	0.39	0.374	42.869995	-122.11252	OREGON
253	0.383	0.549	0.029	41.520668	-121.7	CALIFORNIA
s_YCV12	0.383	0.4213	0.3447	44.15	-111.2	WYOMING
s_96PRTS1	0.385	0.4	0.37	47.2	-121.8	WASHINGTON
s_MA-930	0.385	0.4235	0.3465	46.206	-121.49	WASHINGTON
W00-177-02b	0.385	0.432	0.338	36.2103	-113.0506	ARIZONA
80-15	0.387	0.431	0.343	43.5817	-112.9427	IDAHO
SS3	0.387	0.418	0.356	43.525	-116.53389	IDAHO
KO-SS	0.387	0.418	0.356	43.525	-116.53389	IDAHO
s_PHA97064	0.39	0.4	0.37	47.2	-121.8	WASHINGTON
s_PHA97065	0.39	0.4	0.37	47.2	-121.8	WASHINGTON
s_PHA97058	0.39	0.4	0.37	47.2	-121.8	WASHINGTON
s_PHA97059	0.39	0.4	0.37	47.2	-121.8	WASHINGTON
s_PHA97060	0.39	0.4	0.37	47.2	-121.8	WASHINGTON
25	0.39	0.47	0.31	35.2469	-115.7989	CALIFORNIA
6YC-138WR	0.39	0.429	0.351	44.5	-110.75	WYOMING
MAK77-S108	0.39	0.45	0.33	43.5958	-112.6547	IDAHO
6YC-139WR	0.39	0.429	0.351	44.5	-110.75	WYOMING
74Y-150B	0.39	0.64	0.13	44.9549	-110.4873	WYOMING
MC25	0.39	0.47	0.31	35.245	-115.7875	CALIFORNIA
75-14	0.39	0.41	0.37	38.4	-112.8833	UTAH
s_PHA97061	0.39	0.4	0.37	47.2	-121.8	WASHINGTON
s_PHA97062	0.39	0.4	0.37	47.2	-121.8	WASHINGTON
s_PHA97057	0.39	0.4	0.37	47.2	-121.8	WASHINGTON
YP-53-121WR	0.39	0.429	0.351	44.5	-110.75	WYOMING
WM76-3	0.39	0.41	0.37	38.9167	-112.5	UTAH
6YC-139WR	0.39	0.429	0.351	44.5	-110.75	WYOMING
8YC-480	0.39	0.64	0.13	44.9603	-110.4873	WYOMING
74Y-150C	0.39	0.64	0.13	44.9549	-110.4873	WYOMING
74Y-150A	0.39	0.64	0.13	44.9549	-110.4873	WYOMING
1162	0.391	0.549	0.029	41.461666	-121.72166	CALIFORNIA
192	0.391	0.549	0.029	41.470333	-121.72417	CALIFORNIA
687	0.391	0.549	0.029	41.676666	-121.56667	CALIFORNIA
685	0.391	0.549	0.029	41.683334	-121.64667	CALIFORNIA
142	0.391	0.549	0.029	41.695	-121.64833	CALIFORNIA
6YC-138	0.393	0.4	0.386	44.6167	-110.8667	WYOMING
s_MA-421	0.394	0.4334	0.3546	46.206	-121.49	WASHINGTON
MAK77-S72	0.395	0.47	0.31	43.5958	-112.6547	IDAHO
no name	0.395	0.465	0.325	36.195	-113.0878	ARIZONA
YS3	0.399	0.402	0.396	44.6167	-110.8667	WYOMING
6YC-43B	0.399	0.402	0.396	44.6167	-110.8667	WYOMING
75G305	0.399	0.444	0.354	35.8968	-117.8904	CALIFORNIA
6YC-138	0.399	0.402	0.396	44.6167	-110.8667	WYOMING
62497-05A1	0.4	0.44	0.36	43.393055	-112.90889	IDAHO
F37	0.4	0.44	0.36	43.407223	-113.01305	IDAHO
52B	0.4	0.44	0.36	43.37611	-112.92861	IDAHO
F36	0.4	0.44	0.36	43.407223	-113.01305	IDAHO
21	0.4	0.44	0.36	43.38111	-112.09055	IDAHO
2C1	0.4	0.44	0.36	43.38389	-112.90806	IDAHO
GS124-375	0.4	0.44	0.36	43.385277	-112.97389	IDAHO
3B	0.4	0.44	0.36	43.38889	-112.9075	IDAHO
36	0.4	0.44	0.36	43.40167	-112.91695	IDAHO
D13RB	0.4	0.44	0.36	43.393333	-112.97389	IDAHO
4	0.4	0.44	0.36	43.3975	-112.91222	IDAHO
49	0.4	0.44	0.36	43.399166	-112.91833	IDAHO
43	0.4	0.44	0.36	43.38889	-112.9075	IDAHO
D15	0.4	0.44	0.36	43.393333	-112.09055	IDAHO
6	0.4	0.44	0.36	43.399166	-112.9325	IDAHO
7	0.4	0.44	0.36	43.38111	-112.97389	IDAHO
58	0.4	0.44	0.36	43.405556	-112.96083	IDAHO
54-P-64	0.4	0.8	0	42.9143	-114.964	IDAHO
59-P-159	0.4	0.8	0	43.0185	-114.8279	IDAHO
55-P-78	0.4	0.8	0	42.865	-114.8739	IDAHO
54-P-61	0.4	0.8	0	42.8812	-114.9142	IDAHO
M72-37	0.4	0.44	0.36	37.708332	-118.94833	CALFORNIA
3S147	0.4	0.6	0.2	44.12094	-121.7941	OREGON
3S138	0.4	0.6	0.2	44.17088	-121.804	OREGON
3S130	0.4	0.6	0.2	44.16157	-121.8175	OREGON
3S030	0.4	0.6	0.2	44.17489	-121.6691	OREGON
6YC-135	0.4	0.44	0.36	44.433613	-110.71416	WYOMING
CB-2	0.4	0.6	0.4	43.3833	-112.9102	IDAHO
K-CB	0.4	0.6	0.4	43.3924	-112.9078	IDAHO
CB-7	0.4	0.6	0.4	43.3974	-112.9085	IDAHO
CB-11	0.4	0.6	0.4	43.4192	-112.9062	IDAHO
74IP-86	0.4	0.6	0.2	44.25	-109.65	WYOMING
6YC-142	0.4	0.6	0.2	44.25	-110.15	WYOMING
74IP-44	0.4	0.6	0.2	44.25	-109.65	WYOMING
74IP-45	0.4	0.6	0.2	44.25	-109.65	WYOMING
81YH-89	0.4	0.6	0.2	44.25	-109.75	WYOMING
54-P-68	0.4	0.8	0	42.7849	-114.8568	IDAHO
76G024	0.4	0.419	0.381	43.3897	-112.9061	IDAHO
MC122	0.4	0.64	0.16	35.1939	-115.8479	CALIFORNIA
CB-16	0.4	0.6	0.4	43.3924	-112.9078	IDAHO
CB-5	0.4	0.6	0.4	43.3961	-112.9086	IDAHO
CB-4	0.4	0.6	0.4	43.4037	-112.8942	IDAHO
LC81-706	0.4	0.44	0.36	40.4783	-121.4494	CALIFORNIA
LM80-899	0.4	0.44	0.36	40.5694	-121.5136	CALIFORNIA
LC84-446	0.4	0.44	0.36	40.4461	-121.7914	CALIFORNIA
LC81-659	0.4	0.44	0.36	40.5244	-121.4761	CALIFORNIA
13	0.4	0.44	0.36	43.386112	-112.90444	IDAHO
3R	0.4	0.44	0.36	43.38889	-112.9075	IDAHO
32	0.4	0.44	0.36	43.380833	-112.91111	IDAHO
DI1R	0.4	0.44	0.36	43.393333	-112.09055	IDAHO
14C	0.4	0.44	0.36	43.385555	-112.90305	IDAHO
45	0.4	0.44	0.36	43.41139	-112.89972	IDAHO
59	0.4	0.44	0.36	43.4	-112.9175	IDAHO
54B	0.4	0.44	0.36	43.395	-112.89639	IDAHO
48	0.4	0.44	0.36	43.419167	-112.91389	IDAHO
54W	0.4	0.44	0.36	43.395	-112.89639	IDAHO
1B	0.4	0.44	0.36	43.3925	-112.89917	IDAHO
CQ-3	0.4	0.45	0.35	35.9079	-117.8904	CALIFORNIA
59-P-160	0.4	0.8	0	43.0185	-114.8279	IDAHO
3S157	0.4	0.6	0.2	44.318054	-121.747	OREGON
3S159	0.4	0.6	0.2	44.1312	-121.7676	OREGON
3S136	0.4	0.6	0.2	44.16345	-121.8079	OREGON
3S137	0.4	0.6	0.2	44.16512	-121.8036	OREGON
3S134	0.4	0.6	0.2	44.15447	-121.8264	OREGON
3S135	0.4	0.6	0.2	44.15859	-121.8073	OREGON
3S131	0.4	0.6	0.2	44.15917	-121.8165	OREGON
3S132	0.4	0.6	0.2	44.13528	-121.8048	OREGON
3S133	0.4	0.6	0.2	44.14319	-121.819	OREGON
3S078	0.4	0.6	0.2	44.21842	-121.8312	OREGON
3S031	0.4	0.6	0.2	44.18962	-121.6654	OREGON
CB-3	0.4	0.6	0.4	43.3949	-112.9074	IDAHO
CB-6	0.4	0.6	0.4	43.3961	-112.9086	IDAHO
CB-14	0.4	0.6	0.4	43.3907	-112.9074	IDAHO
74IP-88	0.4	0.6	0.2	44.25	-109.65	WYOMING
78YH-38	0.4	0.6	0.2	44.25	-109.65	WYOMING
6YC-14	0.4	0.6	0.2	44.75	-110.3	WYOMING
78YH-31	0.4	0.6	0.2	44.25	-109.75	WYOMING
2961	0.4	0.44	0.36	38.93	-122.6183	CALIFORNIA
brd-2	0.4	0.8	0	39.23	-112.7489	UTAH
59-P-160	0.4	0.8	0	43.0185	-114.8279	IDAHO
12	0.4	0.475	0.325	43.6	-112.75	IDAHO
CB-13	0.4	0.6	0.4	43.3913	-112.9052	IDAHO
CB-15	0.4	0.6	0.4	43.3923	-112.9091	IDAHO
CB-8	0.4	0.6	0.4	43.4274	-112.9153	IDAHO
CB-9	0.4	0.6	0.4	43.4067	-112.9108	IDAHO
CB-10	0.4	0.6	0.4	43.4186	-112.9041	IDAHO
CB-12	0.4	0.6	0.4	43.3894	-112.9055	IDAHO
CB-1	0.4	0.6	0.4	43.3765	-112.9029	IDAHO
55-P-275	0.4	0.8	0	42.865	-114.8739	IDAHO
84-16	0.4	0.7	0.1	42.3603	-122.3658	OREGON
R 10	0.4	3	0	19.03	-97.27	PUEBLA
6YC-138	0.401	0.405	0.397	44.6167	-110.8667	WYOMING
510	0.403	0.415	0.391	42.908234	-122.08562	OREGON
MAK77-S122	0.405	0.465	0.345	43.5958	-112.6547	IDAHO
62P73HP	0.41	0.51	0.31	43.5625	-112.94861	IDAHO
B210	0.41	0.45	0.36	40.4247	-121.4725	CALIFORNIA
B138B	0.41	0.45	0.36	40.4608	-121.4467	CALIFORNIA
B354	0.41	0.45	0.36	40.46	-121.4392	CALIFORNIA
B142	0.41	0.45	0.36	40.4322	-121.4608	CALIFORNIA
B239B	0.41	0.45	0.36	40.4475	-121.4238	CALIFORNIA
C0123	0.41	0.45	0.36	40.4145	-121.532	CALIFORNIA
C0475	0.41	0.45	0.36	40.4455	-121.633	CALIFORNIA
C1675	0.41	0.45	0.36	40.5337	-121.5897	CALIFORNIA
C1678	0.41	0.45	0.36	40.465	-121.513	CALIFORNIA
B326	0.41	0.45	0.36	40.4683	-121.5317	CALIFORNIA
s_CD212-2	0.41	0.423	0.395	42.88	-121.96	OREGON
s_681	0.41	0.423	0.395	42.88	-121.96	OREGON
s_688	0.41	0.423	0.395	42.88	-121.96	OREGON
s_690	0.41	0.423	0.395	42.88	-121.96	OREGON
s_747	0.41	0.423	0.395	42.88	-121.96	OREGON
s_1404	0.41	0.423	0.395	42.88	-121.96	OREGON
s_1204G	0.41	0.423	0.395	42.88	-121.96	OREGON
96-AZ-112A-PC	0.41	0.45	0.37	36.1895	-113.0732	ARIZONA
2975	0.41	0.47	0.35	38.9858	-122.785	CALIFORNIA
W-16	0.41	0.451	0.369	37.0188	-118.1828	CALIFORNIA
W-14	0.41	0.451	0.369	37.0104	-118.194	CALIFORNIA
W13	0.41	0.451	0.369	37.0052	-118.1992	CALIFORNIA
B316	0.41	0.45	0.36	40.433	-121.4492	CALIFORNIA
B138A	0.41	0.45	0.36	40.4608	-121.4467	CALIFORNIA
B8042	0.41	0.45	0.36	40.4042	-121.475	CALIFORNIA
C1835	0.41	0.45	0.36	40.4775	-121.6325	CALIFORNIA
C0527	0.41	0.45	0.36	40.4497	-121.5797	CALIFORNIA
B128	0.41	0.45	0.36	40.4563	-121.4858	CALIFORNIA
F1	0.41	0.45	0.36	40.4458	-121.5583	CALIFORNIA
s_682	0.41	0.423	0.395	42.88	-121.96	OREGON
s_755	0.41	0.423	0.395	42.88	-121.96	OREGON
s_1204	0.41	0.423	0.395	42.88	-121.96	OREGON
s_691	0.41	0.423	0.395	42.88	-121.96	OREGON
s_1398	0.41	0.423	0.395	42.88	-121.96	OREGON
s_1399	0.41	0.423	0.395	42.88	-121.96	OREGON
s_1400	0.41	0.423	0.395	42.88	-121.96	OREGON
s_1634	0.41	0.423	0.395	42.88	-121.96	OREGON
s_682G	0.41	0.423	0.395	42.88	-121.96	OREGON
MB-23	0.41	0.455	0.366	48.713	-121.733	WASHINGTON
MB-24	0.41	0.455	0.366	48.698	-121.724	WASHINGTON
MB-220	0.41	0.455	0.366	48.74	-121.777	WASHINGTON
MB-221	0.41	0.455	0.366	48.74	-121.78	WASHINGTON
MB-670	0.41	0.455	0.366	48.725	-121.723	WASHINGTON
6YC-138	0.412	0.527	0.297	44.6167	-110.8667	WYOMING
83-1	0.412	0.471	0.353	35.9343	-117.9028	CALIFORNIA
1707	0.413	0.549	0.029	41.610332	-121.468	CALIFORNIA
IP3	0.414	0.451	0.377	43.371944	-116.39361	IDAHO
KO-IP	0.414	0.451	0.377	43.371944	-116.39361	IDAHO
1437	0.415	0.426	0.404	42.863377	-121.94808	OREGON
80-51	0.419	0.452	0.386	43.5829	-112.9513	IDAHO
ICP121-286	0.419	0.452	0.386	43.5786	-112.9357	IDAHO
TRA5-235	0.419	0.452	0.386	43.5826	-112.9628	IDAHO
A5014	0.42	0.466	0.374	35.439	-111.465	ARIZONA
OLe8	0.422	0.432	0.412	42.919807	-122.02591	OREGON
80-99	0.424	0.456	0.392	43.5817	-112.9427	IDAHO
s_MA-449	0.425	0.4675	0.3825	46.206	-121.49	WASHINGTON
96-AZ-118-PC(B)	0.429	0.471	0.387	36.1918	-113.0722	ARIZONA
LF01-015	0.43	0.47	0.385	40.482445	-121.56259	CALIFORNIA
LF01-031	0.43	0.47	0.385	40.465343	-121.51797	CALIFORNIA
LF01-016	0.43	0.47	0.385	40.485973	-121.57825	CALIFORNIA
LF01-022	0.43	0.47	0.385	40.452946	-121.57803	CALIFORNIA
s_LC85-671	0.43	0.43	0.43	40.65	-121.17	CALIFORNIA
1839	0.43	0.48	0.38	39.0058	-122.8	CALIFORNIA
s_LC82-886	0.43	0.473	0.387	40.492	-121.508	CALIFORNIA
s_LB91-105	0.43	0.473	0.387	40.492	-121.508	CALIFORNIA
75L-23	0.43	0.5	0.36	38.9167	-112.5	UTAH
ML-74-49B	0.43	0.47	0.39	41.6608	-121.4512	CALIFORNIA
LF01-001	0.43	0.47	0.385	40.414185	-121.53221	CALIFORNIA
LF01-011	0.43	0.47	0.385	40.400402	-121.47602	CALIFORNIA
LF01-023	0.43	0.47	0.385	40.439236	-121.55869	CALIFORNIA
s_LB91-105	0.43	0.43	0.43	40	-121	CALIFORNIA
s_LC86-834	0.43	0.473	0.387	40.492	-121.508	CALIFORNIA
s_LC85-671	0.43	0.473	0.387	40.6458	-121.1638	CALIFORNIA
s_LB91-101	0.43	0.473	0.387	40.492	-121.508	CALIFORNIA
s_LB91-102	0.43	0.473	0.387	40.492	-121.508	CALIFORNIA
NM878	0.433	0.45	0.416	32.025	-107.1622	NEW MEXICO
92KS17	0.433	0.511	0.355	43.4786	-113.9559	IDAHO
84ILe-17	0.434	0.462	0.406	43.4908	-112.7368	IDAHO
80-155	0.435	0.456	0.414	43.5817	-112.9427	IDAHO
155	0.437	0.549	0.029	41.661667	-121.45667	CALIFORNIA
1521	0.439	0.549	0.029	41.819168	-121.5225	CALIFORNIA
H9-42	0.44	0.484	0.396	43.08	-117.29	OREGON
H8-75A	0.44	0.484	0.396	43.22	-118.34	OREGON
2996	0.44	0.47	0.41	38.925	-122.6858	CALIFORNIA
H79 BOISE-4	0.44	0.64	0.24	43.678333	-115.97166	IDAHO
s_LC82-194	0.44	0.47	0.4	40.492	-121.508	CALIFORNIA
s_LC80-527	0.44	0.47	0.4	40.49	-121.51	CALIFORNIA
LC82-194	0.44	0.47	0.4	40.3886	-121.4717	CALIFORNIA
80-91	0.44	0.461	0.419	43.5829	-112.9513	IDAHO
H74.34	0.44	0.46	0.42	38.9238	-122.80046	CALIFORNIA
2989	0.44	0.52	0.36	38.94	-122.7758	CALIFORNIA
80-69	0.44	0.461	0.419	43.5829	-112.9513	IDAHO
MAK77-S111	0.44	0.525	0.355	43.5958	-112.6547	IDAHO
s_LC80-449	0.44	0.47	0.4	40.49	-121.51	CALIFORNIA
LC80-449	0.44	0.47	0.4	40.4678	-121.4672	CALIFORNIA
LC80-527	0.44	0.47	0.4	40.4587	-121.4664	CALIFORNIA
s_9YC-492B	0.441	0.465	0.417	44.7	-110.5	WYOMING
TRA5-249	0.441	0.518	0.364	43.5826	-112.9628	IDAHO
913-8B2	0.441	0.556	0.326	36.7867	-116.5483	NEVADA
WO2-349	0.441	0.518	0.364	43.5732	-112.9138	IDAHO
WO2-349	0.441	0.518	0.364	43.5732	-112.9138	IDAHO
ICP121-341	0.441	0.518	0.364	43.5786	-112.9357	IDAHO
ICP123-327	0.441	0.518	0.364	43.5638	-112.9353	IDAHO
ICP123-339	0.441	0.518	0.364	43.5638	-112.9353	IDAHO
no name	0.443	0.525	0.361	36.0936	-113.2714	ARIZONA
Massive Diabase	0.443	0.484	0.402	36.0486	-113.3976	ARIZONA
1797	0.446	0.549	0.029	41.3695	-121.59016	CALIFORNIA
1443	0.448	0.456	0.44	42.94362	-121.92931	OREGON
MM 829B	0.45	0.7	0.2	35.4114	-111.5261	ARIZONA
MM 306	0.45	0.7	0.2	35.2306	-111.4092	ARIZONA
MWC3	0.45	0.62	0.28	31.9258	-107.0626	NEW MEXICO
M2	0.45	0.62	0.28	31.9258	-107.0626	NEW MEXICO
TFJ176	0.45	0.69	0.2	44.4782	-121.8453	OREGON
TFJ181	0.45	0.69	0.2	44.4782	-121.8453	OREGON
TFJ168	0.45	0.69	0.2	44.5232	-121.8826	OREGON
7	0.45	0.6	0.3	38.9668	-122.7718	CALIFORNIA
7	0.45	0.6	0.3	38.9668	-122.7718	CALIFORNIA
11	0.45	0.6	0.3	38.9013	-122.8035	CALIFORNIA
12	0.45	0.6	0.3	38.9293	-122.7783	CALIFORNIA
13	0.45	0.6	0.3	38.9221	-122.8272	CALIFORNIA
9	0.45	0.6	0.3	38.9574	-122.8265	CALIFORNIA
10	0.45	0.6	0.3	38.9344	-122.7682	CALIFORNIA
MM 829B	0.45	0.7	0.2	35.4114	-111.5261	ARIZONA
MM 242	0.45	0.7	0.2	35.3072	-111.26	ARIZONA
WM 171	0.45	0.7	0.2	35.3791	-111.3787	ARIZONA
MM 307	0.45	0.7	0.2	35.2806	-111.3785	ARIZONA
MM 985A	0.45	0.7	0.2	35.3611	-111.4693	ARIZONA
C0498	0.45	0.495	0.405	40.4497	-121.5747	CALIFORNIA
74Y-168	0.45	0.6	0.3	44.95	-110.35	WYOMING
NP9	0.45	0.495	0.405	37.8386	-112.8186	UTAH
96-AZ-119-PC	0.45	0.494	0.406	36.1918	-113.0722	ARIZONA
s_534	0.45	0.456	0.448	42.95	-121.94	OREGON
s_693	0.45	0.456	0.448	42.95	-121.94	OREGON
s_711	0.45	0.456	0.448	42.95	-121.94	OREGON
s_1638	0.45	0.456	0.448	42.95	-121.94	OREGON
s_1206	0.45	0.456	0.448	42.95	-121.94	OREGON
s_1374G	0.45	0.456	0.448	42.95	-121.94	OREGON
s_1406G	0.45	0.456	0.448	42.95	-121.94	OREGON
TFJ92	0.45	0.69	0.2	44.4937	-121.7951	OREGON
TFJ95	0.45	0.69	0.2	44.4937	-121.7951	OREGON
TFJ97	0.45	0.69	0.2	44.4937	-121.7951	OREGON
TFJ110	0.45	0.69	0.2	44.5165	-121.8662	OREGON
TFJ180	0.45	0.69	0.2	44.4782	-121.8453	OREGON
H2	0.45	0.69	0.2	44.4221	-121.877	OREGON
TP1	0.45	0.69	0.2	44.4782	-121.8453	OREGON
CL267	0.45	0.47	0.43	38.96244	-122.73203	CALIFORNIA
MPRS7	0.45	0.62	0.28	31.9258	-107.0626	NEW MEXICO
M1	0.45	0.62	0.28	31.9258	-107.0626	NEW MEXICO
M4	0.45	0.62	0.28	31.9258	-107.0626	NEW MEXICO
6YC-133	0.45	0.6	0.3	44.95	-110.35	WYOMING
TFJ79	0.45	0.69	0.2	44.4843	-121.6387	OREGON
TFJ25	0.45	0.69	0.2	44.4987	-121.9003	OREGON
92TB16	0.45	0.9	0	45.5095	-122.73666	WASHINGTON
12	0.45	0.6	0.3	38.9293	-122.7783	CALIFORNIA
8	0.45	0.6	0.3	38.9135	-122.7847	CALIFORNIA
9	0.45	0.6	0.3	38.9574	-122.8265	CALIFORNIA
10	0.45	0.6	0.3	38.9344	-122.7682	CALIFORNIA
MAK77-S114	0.45	0.5	0.4	43.5958	-112.6547	IDAHO
LL72-9	0.45	0.495	0.405	35.91808	-117.90012	CALIFORNIA
MM 391	0.45	0.7	0.2	35.219	-111.3265	ARIZONA
MM 982	0.45	0.7	0.2	35.3844	-111.4826	ARIZONA
MM 822	0.45	0.7	0.2	35.4005	-111.5335	ARIZONA
MM 818	0.45	0.7	0.2	35.4017	-111.5263	ARIZONA
MM 402	0.45	0.8	0.1	35.255	-111.6093	ARIZONA
6YC-51	0.45	0.6	0.3	44.95	-110.35	WYOMING
C0485	0.45	0.495	0.405	40.4313	-121.5588	CALIFORNIA
C0446	0.45	0.495	0.405	40.4778	-121.553	CALIFORNIA
MP152	0.45	0.495	0.405	37.8189	-112.7381	UTAH
92-80	0.45	0.49	0.41	42.4711	-122.1067	OREGON
s_710	0.45	0.456	0.448	42.95	-121.94	OREGON
s_732	0.45	0.456	0.448	42.95	-121.94	OREGON
s_1221	0.45	0.456	0.448	42.95	-121.94	OREGON
s_1374	0.45	0.456	0.448	42.95	-121.94	OREGON
s_1406	0.45	0.456	0.448	42.95	-121.94	OREGON
s_713	0.45	0.456	0.448	42.95	-121.94	OREGON
s_733	0.45	0.456	0.448	42.95	-121.94	OREGON
s_1221G	0.45	0.456	0.448	42.95	-121.94	OREGON
TFJ50	0.45	0.69	0.2	44.5165	-121.8662	OREGON
TFJ68	0.45	0.69	0.2	44.4782	-121.8453	OREGON
TFJ117	0.45	0.69	0.2	44.4782	-121.8453	OREGON
MB-22	0.455	0.464	0.446	48.698	-121.721	WASHINGTON
s_MA-331	0.456	0.5016	0.4104	46.206	-121.49	WASHINGTON
s_MA-408	0.457	0.5027	0.4113	46.206	-121.49	WASHINGTON
MB-135	0.457	0.497	0.417	48.826	-121.755	WASHINGTON
80-55	0.459	0.508	0.41	43.5817	-112.9427	IDAHO
1014	0.46	0.48	0.44	42.959373	-122.05116	OREGON
3S067	0.46	0.49	0.43	44.02404	-121.7215	OREGON
20	0.46	0.54	0.38	35.222	-115.81	CALIFORNIA
MC20	0.46	0.54	0.38	35.2005	-115.8095	CALIFORNIA
MAK77-S54	0.46	0.545	0.375	43.5958	-112.6547	IDAHO
USGSM-2-KA-1	0.46	0.65	0.27	37.7056	-122.4981	CALIFORNIA
MAK77-S63	0.46	0.5	0.42	43.5958	-112.6547	IDAHO
MB-615	0.46	0.473	0.447	48.783	-121.733	WASHINGTON
80-118	0.461	0.485	0.437	43.5829	-112.9513	IDAHO
123-335	0.466	0.505	0.427	43.5713	-112.9607	IDAHO
OLe10	0.468	0.477	0.459	42.864513	-122.09129	OREGON
160	0.47	0.66	0.28	38.3553	-118.896	CALIFORNIA
79H3A	0.47	0.54	0.4	43.125	-116.14584	IDAHO
ICP123-361	0.47	0.491	0.441	43.5638	-112.9353	IDAHO
383-16-1	0.47	0.56	0.38	26.0861	-112.0267	BAJA CALIF.SUR
C-22	0.47	0.52	0.42	35.2017	-115.7603	CALIFORNIA
s_1220	0.47	0.477	0.459	42.84	-122.09	OREGON
s_1203G	0.47	0.477	0.459	42.84	-122.09	OREGON
U6032	0.47	0.51	0.43	37.877	-112.779	UTAH
ICP121-391	0.47	0.491	0.441	43.5786	-112.9357	IDAHO
2723	0.47	0.51	0.43	38.9583	-122.8225	CALIFORNIA
s_1203	0.47	0.477	0.459	42.84	-122.09	OREGON
s_1224	0.47	0.477	0.459	42.84	-122.09	OREGON
92-27	0.47	0.51	0.43	42.3335	-122.0861	OREGON
s_1220G	0.47	0.477	0.459	42.84	-122.09	OREGON
16	0.47	0.51	0.43	46.0861	-121.4635	WASHINGTON
s_MA-477	0.474	0.5214	0.4266	46.206	-121.49	WASHINGTON
291	0.475	0.549	0.029	41.595333	-121.45284	CALIFORNIA
s_9YC-491A	0.479	0.489	0.469	44.7	-110.5	WYOMING
8YC-477B	0.479	0.489	0.469	44.7577	-110.4041	WYOMING
s_YL96-18	0.48	0.498	0.47	44.7572	-110.52	WYOMING
s_YL96-5	0.48	0.498	0.47	44.7431	-110.4756	WYOMING
LD-61	0.48	3	0	21.43	-104.73	NAYARIT
LD-29	0.48	3	0	21.43	-104.73	NAYARIT
2984	0.48	0.51	0.45	38.9075	-122.6492	CALIFORNIA
C84-40	0.48	0.59	0.37	35.2583	-115.7167	CALIFORNIA
Bearskin Mountain Dome	0.48	0.528	0.432	38.45	-112.7833	UTAH
LD-4A	0.48	3	0	21.43	-104.73	NAYARIT
82-18	0.48	0.54	0.42	41.6102	-121.4652	CALIFORNIA
YP904	0.48	0.64	0.32	44.9155	-110.7057	WYOMING
8YC-470	0.48	0.64	0.32	44.8651	-110.6345	WYOMING
74Y-168	0.48	0.64	0.32	44.897	-110.72	WYOMING
