'ID,Soil order,Topsoil or Subsoil,Kaolinite ,Smectite ,Vermiculite,Illite /Mica,Chlorite,Quartz ,Arophane,Gibbsite,Fe oxide,Others,Reference
111,Oxisol,S,58,0,0,0,0,0,0,0,42,0,"Rossel RAV, Cattle SR, Ortega A, Fouad Y (2009) In situ measurements of soil colour, mineral composition and clay content ny vis-NIR spectroscopy. Geoderma 150:253_266."
112,Oxisol,T,58.66359929,0,0,0,0,0,0.711073931,33.77601171,6.849315068,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
113,Oxisol,T,63.99669694,0,0,0,0,0,0.650289017,29.10817506,6.244838976,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
114,Oxisol,T,31.17015841,0,0,0,0,0,1.052631579,62.13592233,5.641287685,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
115,Oxisol,T,30.66758702,0,0,0,0,0,0.897347402,59.95463958,8.480425993,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
116,Oxisol,T,75.43276396,0,0,0,0,0,1.112002751,4.241659979,19.21357331,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
117,Oxisol,T,72.31382692,0,0,0,0,0,1.217803643,6.358443798,20.10992564,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
118,Oxisol,T,79.86584215,0,0,0,0,0,1.205324389,0,18.92883346,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
119,Oxisol,T,78.88094236,0,0,0,0,0,0.820361801,0,20.29869584,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
120,Oxisol,T,35.74289147,0,0,0,0,0,1.261513817,35.74289147,27.25270324,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
121,Oxisol,T,48.52106969,0,0,0,0,0,1.245948136,26.33711507,23.8958671,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
122,Oxisol,T,44.43319838,0,0,0,0,0,1.315789474,32.89473684,21.3562753,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
123,Oxisol,T,55.6077204,0,0,0,0,0,1.293688054,18.362024,24.73656755,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
124,Oxisol,T,42.85923969,0,0,0,0,0,1.130192279,35.22677235,20.78379568,0,"Fontes MPF, Weed SB (1996) Phosphate adsorption by clays from Brazilian Oxisols: relationships with specific surface aera and mineralogy. Geoderma 72:37_51."
125,Oxisol,T,96.58421673,0,0,0,0,0,0.471142521,2.944640754,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena 17:461_475."
126,Oxisol,S,97.3871734,0,0,0,0,0,0.237529691,2.375296912,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena 17:461_475."
127,Oxisol,S,37.03703704,0,0,18.51851852,0,37.03703704,0,0,7.407407407,0,"Tsao T, Chen Y, Sheu H, Tzou Y, Chou Y, Wang M (2013) Separation and identification of soil nanoparticles by conventional and synchrotron X-ray diffraction. Applied Clay Science 85:1_7."
128,Oxisol,T,37.03703704,0,0,0,0,0,0,55.55555556,7.407407407,0,"Bartoli F, Burtin G, Guerif J (1992) Influence of organic matter on aggregation in Oxisols rich in gibbsite of in goethite. II. Clay disoersion, aggregate strength and water-stability. Geoderma 54:259_274."
129,Oxisol,S,34.88372093,0,0,0,0,0,0,58.13953488,6.976744186,0,"Bartoli F, Burtin G, Guerif J (1992) Influence of organic matter on aggregation in Oxisols rich in gibbsite of in goethite. II. Clay disoersion, aggregate strength and water-stability. Geoderma 54:259_274."
130,Spodosol,T,7.142857143,0,39.28571429,39.28571429,0,7.142857143,0,0,0,7.142857143,"Liu J-C, Chen Z-S (2004) Soil characteristics and clay mineralogy of two subalpine forest spodosols with clay accumulation in Taiwan. Soil Science, 169, 66_80."
131,Spodosol,T,9.090909091,0,13.63636364,50,0,9.090909091,0,9.090909091,0,9.090909091,"Liu J-C, Chen Z-S (2004) Soil characteristics and clay mineralogy of two subalpine forest spodosols with clay accumulation in Taiwan. Soil Science, 169, 66_80."
132,Spodosol,T,5.263157895,0,28.94736842,55.26315789,0,5.263157895,0,0,0,5.263157895,"Liu J-C, Chen Z-S (2004) Soil characteristics and clay mineralogy of two subalpine forest spodosols with clay accumulation in Taiwan. Soil Science, 169, 66_80."
133,Spodosol,T,9.090909091,0,13.63636364,50,0,9.090909091,0,9.090909091,0,9.090909091,"Liu J-C, Chen Z-S (2004) Soil characteristics and clay mineralogy of two subalpine forest spodosols with clay accumulation in Taiwan. Soil Science, 169, 66_80."
134,Spodosol,T,0,0,0,86.36363636,4.545454545,4.545454545,0,0,0,4.545454545,"Allen CE, Darmody RG, Thorn CE, Dixon JC, Schlyter P (2001) Clay mineralogy, chemical weathering and landscape evolution in Arctic_Alpine Sweden. Geoderma 99:277_294."
135,Spodosol,S,40,0,0,0,0,0,0,44,16,0,"Rossel RAV, Cattle SR, Ortega A, Fouad Y (2009) In situ measurements of soil colour, mineral composition and clay content ny vis-NIR spectroscopy. Geoderma 150:253_266."
136,Spodosol,T,8.293371697,3.166293691,46.59260443,16.11652813,0,22.83674339,0,2.994458653,0,0,"Lin C-W, Hseu Z-Y, Chen Z-S (2002) Clay mineralogy of spodosols with high clay contents in the subalpine forests of Taiwan. Clays and Clay Minerals 50:726_735."
137,Spodosol,S,6.25,3.125,56.25,9.375,0,25,0,0,0,0,"Lin C-W, Hseu Z-Y, Chen Z-S (2002) Clay mineralogy of spodosols with high clay contents in the subalpine forests of Taiwan. Clays and Clay Minerals 50:726_735."
138,Spodosol,T,6.25,3.125,56.25,9.375,0,25,0,0,0,0,"Lin C-W, Hseu Z-Y, Chen Z-S (2002) Clay mineralogy of spodosols with high clay contents in the subalpine forests of Taiwan. Clays and Clay Minerals 50:726_735."
139,Spodosol,S,6.25,3.125,56.25,9.375,0,25,0,0,0,0,"Lin C-W, Hseu Z-Y, Chen Z-S (2002) Clay mineralogy of spodosols with high clay contents in the subalpine forests of Taiwan. Clays and Clay Minerals 50:726_735."
140,Spodosol,T,6.25,3.125,56.25,9.375,0,25,0,0,0,0,"Lin C-W, Hseu Z-Y, Chen Z-S (2002) Clay mineralogy of spodosols with high clay contents in the subalpine forests of Taiwan. Clays and Clay Minerals 50:726_735."
141,Spodosol,S,6.25,3.125,56.25,9.375,0,25,0,0,0,0,"Lin C-W, Hseu Z-Y, Chen Z-S (2002) Clay mineralogy of spodosols with high clay contents in the subalpine forests of Taiwan. Clays and Clay Minerals 50:726_735."
142,Spodosol,S,0,4,31,50,0,13,0,0,0,2,Ross GJ (1978) Relationships of specific surface area and clay content to shrink-swell potential of soils having different clay mineralogical compositions. Canadian Journal of Soil Science 58:159_166.
143,Spodosol,T,66.99147381,0,0,0,0,0,2.557856273,30.45066991,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena, 17, 461_475."
144,Spodosol,S,64.67661692,0,0,0,0,0,6.71641791,28.60696517,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena, 17, 461_475."
145,Spodosol,T,3.535353535,0,15.65656566,45.45454545,17.67676768,0,0,0,0,17.67676768,"Eusterhues K, Rumpel C, Kleber M, K_gel-Knabner I (2003) Stabilisation of soil organic matter by interactions with minerals as revealed by mineral dissolution and oxidative degradation. Organic Geochemistry 34:1591_1600."
146,Spodosol,S,3.25,0,11.5,55.5,25.25,0,0,0,0,4.5,"Eusterhues K, Rumpel C, Kleber M, K_gel-Knabner I (2003) Stabilisation of soil organic matter by interactions with minerals as revealed by mineral dissolution and oxidative degradation. Organic Geochemistry 34:1591_1600."
147,Ultisol,T,15.15151515,3.03030303,37.87878788,3.03030303,22.72727273,15.15151515,0,0,0,3.03030303,"Hseu, Z.Y., Tsai, H., Hsi, H.C. and Chen, Y.C., 2007. Weathering sequences of clay minerals in soils along a serpentinitic toposequence. Clays and Clay Minerals, 55(4): 389_401."
148,Ultisol,S,15.15151515,3.03030303,37.87878788,3.03030303,22.72727273,15.15151515,0,0,0,3.03030303,"Hseu, Z.Y., Tsai, H., Hsi, H.C. and Chen, Y.C., 2007. Weathering sequences of clay minerals in soils along a serpentinitic toposequence. Clays and Clay Minerals, 55(4): 389_401."
149,Ultisol,T,95.66326531,0,0,0,0,0,0.510204082,3.826530612,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena, 17, 461_475."
150,Ultisol,S,96.15384615,0,0,0,0,0,0.240384615,3.605769231,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena, 17, 461_475."
151,Ultisol,T,89.35128519,0,0,0,0,0,0.856793146,9.791921665,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena, 17, 461_475."
152,Ultisol,S,91.41445337,0,0,0,0,0,0.555898703,8.029647931,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena, 17, 461_475."
153,Ultisol,T,82.54397835,0,0,0,0,0,1.217861976,16.23815968,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena, 17, 461_475."
154,Ultisol,S,81.56498674,0,0,0,0,0,1.193633952,17.24137931,0,0,"Bravard S, Righi D (1990) Podzols in Amazonia. Catena, 17, 461_475."
155,Vertisol,T,6.188423645,26.47783251,19.62746305,2.616995074,32.71243842,6.188423645,0,0,0,6.188423645,"Hseu, Z.Y., Tsai, H., Hsi, H.C. and Chen, Y.C., 2007. Weathering sequences of clay minerals in soils along a serpentinitic toposequence. Clays and Clay Minerals, 55(4): 389_401."
156,Vertisol,T,1,99,0,0,0,0,0,0,0,0,"Wattel-Koekkoek EJW, van Genuchten PPL, Buurman P, van Lagen B (2001) Amount and composition of clay-associated soil organic matter in a range of kaolinitic and smectitic soils. Geoderma 99:27_49."
157,Vertisol,T,1,99,0,0,0,0,0,0,0,0,"Wattel-Koekkoek EJW, van Genuchten PPL, Buurman P, van Lagen B (2001) Amount and composition of clay-associated soil organic matter in a range of kaolinitic and smectitic soils. Geoderma 99:27_49."
158,Vertisol,T,20,80,0,0,0,0,0,0,0,0,"Wattel-Koekkoek EJW, van Genuchten PPL, Buurman P, van Lagen B (2001) Amount and composition of clay-associated soil organic matter in a range of kaolinitic and smectitic soils. Geoderma 99:27_49."
159,Vertisol,T,0,100,0,0,0,0,0,0,0,0,"Wattel-Koekkoek EJW, van Genuchten PPL, Buurman P, van Lagen B (2001) Amount and composition of clay-associated soil organic matter in a range of kaolinitic and smectitic soils. Geoderma 99:27_49."
160,Vertisol,T,21,79,0,0,0,0,0,0,0,0,"Wattel-Koekkoek EJW, van Genuchten PPL, Buurman P, van Lagen B (2001) Amount and composition of clay-associated soil organic matter in a range of kaolinitic and smectitic soils. Geoderma 99:27_49."
161,Vertisol,T,21,79,0,0,0,0,0,0,0,0,"Wattel-Koekkoek EJW, van Genuchten PPL, Buurman P, van Lagen B (2001) Amount and composition of clay-associated soil organic matter in a range of kaolinitic and smectitic soils. Geoderma 99:27_49."
162,Vertisol,S,32,68,0,0,0,0,0,0,0,0,"Rossel RAV, Cattle SR, Ortega A, Fouad Y (2009) In situ measurements of soil colour, mineral composition and clay content ny vis-NIR spectroscopy. Geoderma 150:253_266."
163,Vertisol,S,38,62,0,0,0,0,0,0,0,0,"Rossel RAV, Cattle SR, Ortega A, Fouad Y (2009) In situ measurements of soil colour, mineral composition and clay content ny vis-NIR spectroscopy. Geoderma 150:253_266."
164,Vertisol,S,52,16,0,13,0,0,0,0,7,12,Ross GJ (1978) Relationships of specific surface area and clay content to shrink-swell potential of soils having different clay mineralogical compositions. Canadian Journal of Soil Science 58:159_166.
165,Vertisol,T,12.5,79.5,0,8,0,0,0,0,0,0,"Bhattacharyya, T., Pal, D.K., Chandran, P. and Ray, S.K., 2005. Landuse, clay mineral type and organic carbon content in two mollisols_alfisols_vertisols catenary sequences of tropical India. Clay Research, 24(2): 105_122."
166,Vertisol,S,6.166666667,88.5,0,5.333333333,0,0,0,0,0,0,"Bhattacharyya, T., Pal, D.K., Chandran, P. and Ray, S.K., 2005. Landuse, clay mineral type and organic carbon content in two mollisols_alfisols_vertisols catenary sequences of tropical India. Clay Research, 24(2): 105_122."
167,Vertisol,T,51,49,0,0,0,0,0,0,0,0,"Bhattacharyya, T., Pal, D.K., Chandran, P. and Ray, S.K., 2005. Landuse, clay mineral type and organic carbon content in two mollisols_alfisols_vertisols catenary sequences of tropical India. Clay Research, 24(2): 105_122."
168,Vertisol,S,43,57,0,0,0,0,0,0,0,0,"Bhattacharyya, T., Pal, D.K., Chandran, P. and Ray, S.K., 2005. Landuse, clay mineral type and organic carbon content in two mollisols_alfisols_vertisols catenary sequences of tropical India. Clay Research, 24(2): 105_122."
